Pregunta,Intencion,clean_txt
podrias indicarme por favor la sucursal de origen?,Cat_100,podrias indicarme por favor la sucursal de origen
me brindas un numero para llamar por los productos atrasados de pago,Cat_194,me brindas un numero para llamar por los productos atrasados de pago
como operan las lecap,Cat_159,como operan las lecap
como calcular el pago minimo,Cat_351,como calcular el pago minimo
tengo una compra que figura como pendiente de confirmación,Cat_343,tengo una compra que figura como pendiente de confirmacion
olvidar contraseña online banking,Cat_1,olvidar contrasena online banking
como bloquear una tarjeta robada,Cat_294,como bloquear una tarjeta robada
opero en mi comercio con posnet y quiero hacer un cambio de banco donde me depositan,Cat_71,opero en mi comercio con posnet y quiero hacer un cambio de banco donde me depositan
se puede pedir una oficina de la sucursal?,Cat_70,se puede pedir una oficina de la sucursal
tramite la baja del seguro hace un mes y medio atras y igual volvieron a colocar el debito automatico del seguro,Cat_263,tramite la baja del seguro hace un mes y medio atras y igual volvieron a colocar el debito automatico del seguro
no me acreditaron los puntos que me prometieron en la promoción,Cat_330,no me acreditaron los puntos que me prometieron en la promocion
una ley q me cobraron x equivocacion,Cat_122,una ley q me cobraron x equivocacion
puedo solicitar un préstamo hipotecario para comprar una segunda vivienda?,Cat_228,puedo solicitar un prestamo hipotecario para comprar una segunda vivienda
hice un reclamo por la rotura de un mueble  el tema es que todavía no tengo respuesta,Cat_270,hice un reclamo por la rotura de un mueble el tema es que todavia no tengo respuesta
quiero reclamar cobro renovacion,Cat_97,quiero reclamar cobro renovacion
duplicacion del pago,Cat_350,duplicacion del pago
donde aviso de viaje,Cat_304,donde aviso de viaje
como es el mecanismo de un credito hipotecario,Cat_225,como es el mecanismo de un credito hipotecario
bajas d de tarjetas. no acepto que se renueven los productos,Cat_338,bajas d de tarjetas no acepto que se renueven los productos
cambiar clave y nombre usuario,Cat_1,cambiar clave y nombre usuario
que hacer para reemplazr tarjeta deteriorada,Cat_316,que hacer para reemplazr tarjeta deteriorada
quiero pedir un cambio de sede,Cat_65,quiero pedir un cambio de sede
cuando devuelven el de descuento que anuncian con recarga sube,Cat_311,cuando devuelven el de descuento que anuncian con recarga sube
no puedo general la clave,Cat_1,no puedo general la clave
si deposito en el cajero un feriado  cuándo se acredita el dinero?,Cat_109,si deposito en el cajero un feriado cuando se acredita el dinero
habilitar tarjeta debito usarla españa viajar,Cat_289,habilitar tarjeta debito usarla espana viajar
me gustaría saber si puedo solicitar un préstamo.,Cat_248,me gustaria saber si puedo solicitar un prestamo
no debitaron la tarjeta de debito en su fecha de vencimiento.,Cat_346,no debitaron la tarjeta de debito en su fecha de vencimiento
como confirmo si estoy suscripto a sorpresa,Cat_320,como confirmo si estoy suscripto a sorpresa
el tasador va al inmueble que quiero comprar?,Cat_216,el tasador va al inmueble que quiero comprar
no llega el resumen de la tarjeta a tiempo o directamente hay meses que no llega,Cat_138,no llega el resumen de la tarjeta a tiempo o directamente hay meses que no llega
podrían modificar la póliza se confundieron el nombre,Cat_267,podrian modificar la poliza se confundieron el nombre
decime si sos hombre o mujer,Cat_27,decime si sos hombre o mujer
en que estado está la gestión,Cat_118,en que estado esta la gestion
cual es el costo mensual por la tenencia de letes en la cuenta?,Cat_96,cual es el costo mensual por la tenencia de letes en la cuenta
comisión entrar salir fondo inversión,Cat_96,comision entrar salir fondo inversion
me voy al exterior y quiero notificar en la tarjeta,Cat_304,me voy al exterior y quiero notificar en la tarjeta
se puede pedir un turno online para caja de seguridad?,Cat_148,se puede pedir un turno online para caja de seguridad
quisiera saber que me descontaron si estoy al dia con la tarjeta,Cat_115,quisiera saber que me descontaron si estoy al dia con la tarjeta
cómo doy de baja?,Cat_262,como doy de baja
invertí en unos papeles pero todavía no me figuran,Cat_153,inverti en unos papeles pero todavia no me figuran
para la licitación de bonos que cotización del dólar se toma?,Cat_157,para la licitacion de bonos que cotizacion del dolar se toma
estoy intentando comunicarme con la sucursal y nadie contesta!,Cat_127,estoy intentando comunicarme con la sucursal y nadie contesta
mi tarjeta me dice fondos insuficientes.,Cat_303,mi tarjeta me dice fondos insuficientes
se puede acceder a un hipotecario si el inmueble está en construccion,Cat_228,se puede acceder a un hipotecario si el inmueble esta en construccion
tengo un saldo negativo en dolares de mi tarjeta de credito visa debido a un reemboloso de tax free. la cuestion es que no se como usarlos ni como extraerlos,Cat_347,tengo un saldo negativo en dolares de mi tarjeta de credito visa debido a un reemboloso de tax free la cuestion es que no se como usarlos ni como extraerlos
consumos no efectuados,Cat_112,consumos no efectuados
necesito un estracto bancario,Cat_138,necesito un estracto bancario
que datos de la factura necesito para adherir al debito?,Cat_132,que datos de la factura necesito para adherir al debito
mi tarjeta vence en octubre cuando me llega la nueva,Cat_316,mi tarjeta vence en octubre cuando me llega la nueva
seguimiento de mi tarjeta,Cat_293,seguimiento de mi tarjeta
perdí un cheque y no sé que hacer,Cat_48,perdi un cheque y no se que hacer
direccion póliza equivocado vivir córdoba,Cat_267,direccion poliza equivocado vivir cordoba
aranceles que se cobra el banco por transferencia,Cat_83,aranceles que se cobra el banco por transferencia
necesito numero de telefono para consultar por tarjeta visa,Cat_147,necesito numero de telefono para consultar por tarjeta visa
seguimiento tarjeta credito solicití¬≠ banco,Cat_293,seguimiento tarjeta credito soliciti¬= banco
se despegó la banda magnética de mi tarjeta de débito necesito una nueva,Cat_316,se despego la banda magnetica de mi tarjeta de debito necesito una nueva
necesito x favor que me indiques el nro de telefono del call center,Cat_147,necesito x favor que me indiques el nro de telefono del call center
quisiera saber sobre los préstamos personales,Cat_225,quisiera saber sobre los prestamos personales
cuales son las tasas de interés del plazo fijo del banco?,Cat_183,cuales son las tasas de interes del plazo fijo del banco
se me cortó el acceso a mis tenencias,Cat_67,se me corto el acceso a mis tenencias
quiero hacer pago por internet,Cat_132,quiero hacer pago por internet
quisiera solicitar la tarjeta visa internacional,Cat_337,quisiera solicitar la tarjeta visa internacional
donde visualizo el numero de cuenta,Cat_68,donde visualizo el numero de cuenta
queria ver de solicitar un prestamo pero no encuentro donde se hace,Cat_223,queria ver de solicitar un prestamo pero no encuentro donde se hace
queria saber si a tengo un credito queria saber si podia sacar otro,Cat_218,queria saber si a tengo un credito queria saber si podia sacar otro
reseteo tarjeta débito,Cat_288,reseteo tarjeta debito
clave tarjeta credito,Cat_288,clave tarjeta credito
como hacer para solicitar prestamo para comprar un auto,Cat_223,como hacer para solicitar prestamo para comprar un auto
el prestamo hipotecario procrear casa propia es exclusivamente para compra de viviendas?,Cat_228,el prestamo hipotecario procrear casa propia es exclusivamente para compra de viviendas
que es transferencia por cobertura?,Cat_85,que es transferencia por cobertura
actualizar limite de prestamos,Cat_196,actualizar limite de prestamos
por que veo duplicada una compra que está pendiente de autorización?,Cat_343,por que veo duplicada una compra que esta pendiente de autorizacion
quiero saber como puedo hacer un blanqueo de la clave fiscal.,Cat_95,quiero saber como puedo hacer un blanqueo de la clave fiscal
querer consultarte limite tarjeta,Cat_303,querer consultarte limite tarjeta
quiero baja pago automatico,Cat_345,quiero baja pago automatico
queria saber si me cobran las tranferencias que hago,Cat_83,queria saber si me cobran las tranferencias que hago
me explicás si la cuenta única y bimonetaria son lo mismo?,Cat_53,me explicas si la cuenta unica y bimonetaria son lo mismo
quisiera saber en que sucursales de mendoza capital hay disponibilidad para comprar euros,Cat_166,quisiera saber en que sucursales de mendoza capital hay disponibilidad para comprar euros
quiero hablar por telefono con alguien!!!!,Cat_147,quiero hablar por telefono con alguien
que tipo de inmueble puedo adquirir con procrear,Cat_211,que tipo de inmueble puedo adquirir con procrear
que pasa con la tasa del personal uvas si hay inflacion en el país?,Cat_258,que pasa con la tasa del personal uvas si hay inflacion en el pais
cualew son los requesitos paea dar de baja el credito prendario,Cat_227,cualew son los requesitos paea dar de baja el credito prendario
reclamar reintegro de una compra anulada,Cat_112,reclamar reintegro de una compra anulada
adelanto de capital de un prestamo q ya tengo.,Cat_246,adelanto de capital de un prestamo q ya tengo
hacer recargar sube obtener descuento,Cat_312,hacer recargar sube obtener descuento
solictar ultimos movimiento mes,Cat_50,solictar ultimos movimiento mes
cual es la clave de mi tarjeta de debito,Cat_288,cual es la clave de mi tarjeta de debito
necesito sacar un detalle de mis movimientos desde el mes de marzo,Cat_138,necesito sacar un detalle de mis movimientos desde el mes de marzo
cómo hago para sacar un débito automatico?,Cat_292,como hago para sacar un debito automatico
como hago para calcular el prestamo,Cat_251,como hago para calcular el prestamo
queria saber porq no me deja pedir otro.prestamo?,Cat_197,queria saber porq no me deja pedir otro prestamo
hace un mes que no puedo hacer transferencias por home baking,Cat_80,hace un mes que no puedo hacer transferencias por home baking
querer conocer estado trámite,Cat_118,querer conocer estado tramite
necesito hacer un reclamo,Cat_135,necesito hacer un reclamo
queria saber cómo puedo hacer para sacar un prestamo para cambiar mi auto,Cat_223,queria saber como puedo hacer para sacar un prestamo para cambiar mi auto
brindar informacion adherir servicio debito automatico?,Cat_132,brindar informacion adherir servicio debito automatico
necesito informar salida al exterioir,Cat_304,necesito informar salida al exterioir
falta de resumen de cuenta online  no lo puedo encontrar,Cat_138,falta de resumen de cuenta online no lo puedo encontrar
quiero que me den de alta en súper club para sumar puntos,Cat_299,quiero que me den de alta en super club para sumar puntos
quiero darme de baja del plan prot. pagos rel dep,Cat_262,quiero darme de baja del plan prot pagos rel dep
detalle tarjeta credito,Cat_355,detalle tarjeta credito
mi tarjeta de débito pide autorización y termina diciendo rechazada,Cat_283,mi tarjeta de debito pide autorizacion y termina diciendo rechazada
que incluye el cft?,Cat_224,que incluye el cft
informacion del prestamo,Cat_225,informacion del prestamo
como se hace una compra usando millas?,Cat_273,como se hace una compra usando millas
porque bajo el renta fija,Cat_174,porque bajo el renta fija
necesito sacar plata pero no tengo la tarjeta de debito,Cat_295,necesito sacar plata pero no tengo la tarjeta de debito
funciona debitos automaticos tarjeta,Cat_106,funciona debitos automaticos tarjeta
porque me aparece un credito transitorio,Cat_115,porque me aparece un credito transitorio
podrían brindarme un ejemplo de ajuste en un prestamo prendario?,Cat_229,podrian brindarme un ejemplo de ajuste en un prestamo prendario
por que todavía no tengo el límite liberado si ya pagué la tarjeta?,Cat_279,por que todavia no tengo el limite liberado si ya pague la tarjeta
efectuar reintegrar comprar efectuar promoción,Cat_312,efectuar reintegrar comprar efectuar promocion
cuando la van mandar tarjeta por extravíoo,Cat_293,cuando la van mandar tarjeta por extravioo
quiero hacer el test de inversor,Cat_178,quiero hacer el test de inversor
quiero la tarjeta visa,Cat_337,quiero la tarjeta visa
