Pregunta,Intencion,Pregunta_T1
como puedo hacer para tener cuenta sueldo a mi me depositan todos los meses de mi empresa,Cat_72,¿Cómo puedo hacer para tener una cuenta salarial? Me depositan cada mes de mi empresa
cuales son los requisitos a presentar para el préstamo,Cat_248,¿Cuáles son los requisitos para presentar el préstamo?
quiero saber cual es el límite de mi tarjeta visa credito.,Cat_303,Quiero saber cuál es el límite de mi tarjeta de visa de crédito.
que necestito para que me otorguen el credito,Cat_248,¿Qué necesito para obtener el crédito?
como es la tasa del superpréstamo personal?,Cat_258,¿Cómo es la tasa de súper préstamo personal?
numero telefono atencion cliente,Cat_147,número de teléfono de servicio al cliente
informacion para cancelacion de prestamo parcial o total. ventajas y desventajas,Cat_246,información para la cancelación parcial o total del préstamo. ventajas y desventajas
donde pago el open credit en internet?,Cat_199,¿Dónde pago el crédito abierto en internet?
beneficios hoteles,Cat_311,beneficios del hotel
tienen convenio con despegar? con que tarjeta?,Cat_311,¿Tienes un acuerdo para despegar? con que tarjeta
saber donde llegar resumen adicional quien pagar gasto,Cat_342,saber dónde obtener un resumen adicional a quién pagar los gastos
¿podrías darme información sobre los préstamos del banco?,Cat_225,¿Podría darme información sobre préstamos bancarios?
operar lebacs cobro comisión,Cat_96,operar la colección de comisiones lebacs
que es extra cash,Cat_296,que es dinero extra
no puedo recargar directv,Cat_129,no puedo recargar directv
pago por homebanking,Cat_132,pago por homebanking
que son las lecap y como se invierte,Cat_159,que son lecap y como invertir
la tarjeta de debito. genera gasto mensual?,Cat_96,tarjeta de débito. generar gastos mensuales?
puedo recibir transferencias en mi cuenta única?,Cat_83,¿Puedo recibir transferencias en mi cuenta única?
quiero hacer una transferencia y me sale un cartel que lo intente mas tarde.,Cat_80,Quiero hacer una transferencia y recibo un póster que intentaré más tarde.
no me aparece el nombre del servicio dentro de las opciones de pago,Cat_130,el nombre del servicio no aparece en las opciones de pago
tengo una deuda y necesito hablar con un asesor.,Cat_194,Tengo una deuda y necesito hablar con un asesor.
como calculan el valor de uva,Cat_108,cómo calculan el valor de la uva
hice muchos reclamos y no me han respondido,Cat_135,Hice muchas quejas y no me respondieron
que ingreso debo tener para un prestamo de para una casa,Cat_251,¿Qué ingresos debo tener para un préstamo hipotecario?
cuenta costo,Cat_96,cuenta de costo
querer cerrar cuenta prestamos tarjeta puede,Cat_41,querer cerrar la cuenta de la tarjeta de préstamos puede
pedir el monto para una precancelacion de los dos prestamos q tenia,Cat_246,solicitar el monto de una pre-cancelación de los dos préstamos que tenía
no funciona el online banking,Cat_117,la banca en línea no funciona
podes adelantar el pago de la cuota del préstamo,Cat_246,puede adelantar el pago de la cuota del préstamo
recibi un mail de que no se pudo hacer un debito automatico y saldo hay,Cat_129,Recibí un correo electrónico que indica que no se pudo realizar un débito automático y el saldo es
y yo necesito saber si tengo que habilitar mi tajeta,Cat_301,y necesito saber si tengo que habilitar mi tarjeta
quiero darme de baja de aadvantage  no sabía que tenía un costo anual.,Cat_299,Quiero darme de baja de una ventaja que no sabía que tenía un costo anual.
puedo solicitar un préstamo hipotecario si soy monotributista?,Cat_248,¿Puedo solicitar un préstamo hipotecario si soy un monotributista?
quieros saber si puedo obtener un credito,Cat_248,quieres saber si puedo obtener un crédito
me decís cómo cambio el límite del descubierto?,Cat_57,dígame cómo cambio el límite del sobregiro?
quisiera saber cuál es el costo por una tarjeta de debito visa,Cat_96,Me gustaría saber cuál es el costo de una tarjeta de débito visa
desconocimiento pagar tarjeta credito,Cat_112,ignorancia pagar tarjeta de crédito
cuanto capital necesito para cancelar mi préstamo y de que manera lo hago,Cat_246,cuánto capital necesito para pagar mi préstamo y cómo lo hago
es para saber el saldo de una tarjeta de credito,Cat_303,es averiguar el saldo de una tarjeta de crédito
cuales son las bonificaciones vigentes del paquete select,Cat_311,¿Cuáles son los bonos actuales del paquete seleccionado?
ya tengo un préstamo personal puedo pedir más dinero?,Cat_218,"Ya tengo un préstamo personal, ¿puedo pedir más dinero?"
como hago para poder cubrir el descubierto,Cat_56,¿Cómo puedo cubrir el sobregiro?
tengo que tener en cuenta la antiguedad del inmueble a adquirir a traves de préstamo hipotecario?,Cat_211,¿Tengo que tener en cuenta la antigüedad de la propiedad que se adquirirá mediante un préstamo hipotecario?
pagar tarjeta visa amex,Cat_342,pagar tarjeta visa amex
quisiera saber cuanto tendria que pagar de cuota si quisiera sacar un prestamo,Cat_251,Me gustaría saber cuánto tendría que pagar a plazos si quisiera pedir un préstamo
quiero obtener mi tarjeta de debito,Cat_39,Quiero obtener mi tarjeta de débito
los plásticos de mi tarjeta de debito y credito estaban para la entrega,Cat_293,los plásticos de mi tarjeta de débito y crédito eran para entrega
me podrían asesorar para realizar un plazo fijo,Cat_181,podrías aconsejarme que haga un plazo fijo
tengo unas operaciones con acciones y no me las están acreditando,Cat_153,Tengo operaciones de inventario y no me están acreditando
como puedo acer para sacar un préstamo,Cat_223,¿Cómo puedo obtener un préstamo?
puedo dejar un contacto para que me llamen,Cat_134,Puedo dejar un contacto para llamarme
querer llegar resumen no tener manera abonar deber,Cat_342,quiero llegar resumen no hay forma de pagar impuestos
quiero saber el resumen de la tarjeta,Cat_138,Quiero saber el resumen de la tarjeta.
cuál es el horario de transferencias,Cat_83,cual es el horario de transferencia
como hago para que al vencimiento se acredite el plazo fijo en cuenta,Cat_180,¿Cómo me aseguro de que el plazo fijo se acredite en la cuenta al vencimiento?
queria preguntar la tasa anual de santander para un plazo fijo tradicional,Cat_183,Quería pedir la tasa anual de Santander por un plazo fijo tradicional
necesito el telefono de contacto para comunicarme con visa,Cat_147,Necesito el teléfono de contacto para comunicarme con visa
necesito un numero d telefono  por homebanking no puedo,Cat_147,"Necesito un número de banco local, no puedo"
necesito hacer rescate,Cat_318,Necesito rescatar
el dia martes mi empleador realizo la transferencia de mi sueldo. pero aun no la he recibido.,Cat_62,El martes mi empleador hizo la transferencia de mi salario. Pero todavía no lo he recibido.
en que año me llega el producto que cambié con los puntos,Cat_326,en que año llega el producto que cambié con los puntos
saldar pagar tarjeta credito,Cat_342,pagar con tarjeta de crédito
yo no contrate ningun seguro.,Cat_264,No tomé ningún seguro.
queria solicitar un seguro de cauccion,Cat_261,Quería solicitar una fianza
pagué un servicio sin querer como hago para cancelarlo?,Cat_129,"Accidentalmente pagué un servicio, ¿cómo puedo cancelarlo?"
reintegrar comprar sorpresa,Cat_312,reembolso comprar sorpresa
necesito saber cómo pedir una tarjeta débito con chip para el exterior,Cat_316,Necesito saber cómo pedir una tarjeta de débito con un chip para el extranjero
hay algun numero de telefono o una persona online que me responda sobre el stop debit,Cat_353,¿Hay un número de teléfono o una persona en línea que me responda sobre el débito de suspensión?
necesito pagar el mínimo del saldo a abonar de la tarjeta de credito,Cat_342,Necesito pagar el mínimo del saldo a pagar con la tarjeta de crédito.
quiero hacer un reclamo sobre bonos,Cat_187,Quiero hacer un reclamo de fianza
cómo hago para obtener un préstamo hipotecario?,Cat_223,¿Cómo obtengo un préstamo hipotecario?
¿consultatio cómo está?,Cat_168,¿Como estas?
en mis últimos movimientos aparece debito directo de mi cuenta que significa ?,Cat_115,"en mis últimos movimientos aparece el débito directo de mi cuenta, ¿qué significa?"
no tengo cuenta en el banco.puedo pedir prestamo?,Cat_248,No tengo una cuenta bancaria ¿Puedo pedir prestado?
tuve un accidente doméstico con una tablet,Cat_265,Tuve un accidente doméstico con una tableta
quiero pasar mis dolares de caja de ahorro en dolares a super fondo renta fija dolares,Cat_176,Quiero transferir mis dólares de una caja de ahorros en dólares a un fondo en dólares de ingresos súper fijos
cómo me inscribo en el programa casa propia procrear?,Cat_200,¿Cómo me inscribo en el propio programa de hogar de Procrear?
adherí mis servicios a débito automatico sin embargo no se hizo el pago.,Cat_129,"Adherí mis servicios al débito automático, sin embargo, no se realizó el pago."
quisiera saber si tengo algun credito personal para sacar,Cat_223,Me gustaría saber si tengo algún crédito personal para sacar
necesito que se suspenda el pago por debito automatico de un servicio  como se hace?,Cat_145,"Necesito suspender el pago de débito automático de un servicio, ¿cómo lo hago?"
hora llamar,Cat_147,hora de llamar
cuanto vale la uva?,Cat_108,¿Cuánto vale la uva?
hay sucursal en formosa?,Cat_91,¿hay una sucursal en formosa?
cómo calculo la cotización de los letes,Cat_155,¿Cómo calculo el precio de la leche?
me olvidé mi clave para extraccion en cajeros,Cat_288,Olvidé mi contraseña para retirar el cajero automático
donde me fijo los consumos de mi tarjeta,Cat_355,¿Dónde verifico el consumo de mi tarjeta?
como pago homebanking,Cat_132,¿Cómo pago la banca en casa?
necesito un préstamo de destinado a la compra de un utilitario.,Cat_223,Necesito un préstamo para la compra de un vehículo utilitario.
para hablar con un representante,Cat_147,hablar con un representante
cierre de cuenta,Cat_41,cierre de cuenta
es sobre la tarjeta de credito como ago para saber si tiene saldo,Cat_303,está en la tarjeta de crédito como antes para saber si tiene saldo
quiero saber si había un simulador con los importes de las cuotas de acuerdo al monto y cantidad de meses.,Cat_251,Quiero saber si hubo un simulador con las cantidades de las cuotas de acuerdo con la cantidad y la cantidad de meses.
como se si tengo servicios adheridos a la tarjeta visa ?,Cat_93,¿Cómo sé si tengo servicios adjuntos a la tarjeta visa?
yo tengo varios debitos en la tarjeta de credito. para darles de baja tengo que llamar al banco o a visa,Cat_292,Tengo varios débitos en la tarjeta de crédito. para darme de baja tengo que llamar al banco o visa
cómo compro online con mis tarjetas santander ?,Cat_290,¿Cómo compro en línea con mis tarjetas Santander?
recargar tarjeta sube,Cat_132,la tarjeta de recarga sube
contactar bajo cuenta,Cat_41,contacto bajo cuenta
poder explicar entender relacionar gastar tarjeta,Cat_115,ser capaz de explicar comprender relacionar tarjeta de gasto
tienen un simulador?,Cat_251,tienen un simulador
me gustaria saber si me hicieron algunos depositos en mi caja de ahorro,Cat_50,Me gustaría saber si hicieron algunos depósitos en mi cuenta de ahorros
quiero pagar ingresos brutos y me dice que no tengo deuda,Cat_129,Quiero pagar el ingreso bruto y me dice que no tengo deudas
quiero desconocer una compra en dolares y evitar que se me debite.,Cat_112,Quiero ignorar una compra en dólares y evitar que me carguen.
el cbu de la cuenta en dolares y la cuenta en pesos puede ser el mismo?,Cat_42,¿Puede ser igual el cbu de la cuenta en dólares y la cuenta en pesos?
como acepto los términos y condiciones para poder realizar una transferencia,Cat_79,Cómo acepto los términos y condiciones para poder realizar una transferencia
solicitud de baja de cuenta sueldos.,Cat_41,solicitud de baja de salarios.
echeq,Cat_59,echeq
modificacion de datos,Cat_103,modificación de datos
cancelar un prestamo,Cat_246,cancelar un préstamo
queria saber como son los prestamos hipotecarios que ofrecen para la compra de una vivienda,Cat_225,Quería saber cómo son los préstamos hipotecarios que ofrecen para comprar una casa
para operar con lebacs cobran una comisión?,Cat_96,"para operar con lebacs, ¿cobran una comisión?"
quiero preguntar si ya tengo la cuenta platinium,Cat_142,Quiero preguntar si ya tengo una cuenta platino
quiero pagar tarjeta naranja por este sistema,Cat_132,Quiero pagar una tarjeta naranja por este sistema
solicitar tarjeta credito caja ahorro,Cat_337,solicitar caja de ahorro de tarjeta de crédito
quiero ver mi resumen,Cat_138,Quiero ver mi resumen
tengo que aceptar un debin,Cat_54,Tengo que aceptar una deuda
