clean_txt,Intencion
ya tengo otros prestamos en el banco cuando me dan de hipoteca,Cat_218
cual es la tasa de prestamos personales,Cat_258
como puedo abrir una cuenta en el banco,Cat_39
necesito un prestamo hipotecario del total del valor de la vivienda es posible,Cat_245
aumentar limite sacar plata cajero,Cat_287
necesitar saber pasar reposicion tarjeta credito amex,Cat_293
como realizo extracciones sin tarjeta de debito,Cat_295
necesito generar el debin en homebankin no se como generarlo,Cat_54
tengo adherida la tarjeta al debito y quiero darlo de baja,Cat_345
cuando pago la primera cuota del hipotecario,Cat_259
donde certifico mi firma,Cat_94
quiero cambiarme de sucursal,Cat_65
tarjeta debito no enviar,Cat_293
estoy queriendo depositar un cheque del exterior como tengo que hacer,Cat_30
crear clave bloquear,Cat_1
quiero saber cuales fueron los ultimos ingresos en mi caja,Cat_50
hasta que hora puedo depositar cheques por autoservicio,Cat_110
quiero saber si puedo disponer de un prestamo personal,Cat_248
sucursal tarjeta credito american express,Cat_293
conocer saldo tarjeta,Cat_303
quiero una reimpresion de mi tarjeta santander,Cat_316
como entrar pagar vep afip,Cat_132
debito automatico servicio,Cat_132
deposite un cheque hace dos dias y no me lo acreditaron,Cat_109
hasta que hora se puede realizar un deposito en efectivo por cajero automatico de la sucursal,Cat_110
hace dos semanas me entregaron una tarjeta de credito y debito santander rios y queria saber si estan activas,Cat_301
puntos de canje de puntos,Cat_322
cuando devuelve amortizacion,Cat_158
plata sacar cajero extranjero,Cat_303
bloquear tarjeta codigo incorrecto,Cat_286
olvide mi clave como puedo blanquearla,Cat_1
kiero saver el resumen de mi tarjeta k no me llegue la boleta,Cat_138
encontrar item resumen cobrar pago,Cat_112
podes averiguar si ya me enviaron la tarjeta,Cat_293
me gustaria saber cuando saldra el resultado de emprendedor x,Cat_358
quiero dar de baja el debito automatico de claro,Cat_292
si cambio la prenda cambia el prestamo,Cat_255
puedo pedir el prestamo para comprar una vivienda prefabricada,Cat_214
notificar viajar tener problema debitar afuera,Cat_289
quiero dar de baja number,Cat_280
cuando cobro mi jubilacion,Cat_37
cancelar anticipar tarjeta,Cat_342
como se calculan los intereses mensuales del prestamo,Cat_258
quiero averiguar si estoy sumando millas de american airlines,Cat_275
si utilizo el acuerdo de sobregiro que tasa me cobran,Cat_56
quiero saber como hacer para cobrar las ganancias de las acciones,Cat_153
cargar celular,Cat_132
no soy cliente como puedo averiguar por un prestamos,Cat_248
cual es tu nacionalidad,Cat_15
usar debitar exterior,Cat_289
nunca trabaje en relacion de dependencia puedo acceder a esta linea de prestamos hipotecarios,Cat_248
hacer debito automatico,Cat_87
me podran dar informacion de un prestamo personal,Cat_225
que pasa con el prestamo si cambio y compro otra prenda,Cat_255
dan ccreditos para la compra de terreno,Cat_228
se me gasto la banda donde pido un reemplazo de la tarjeta,Cat_316
cargue mi tarjeta redbus y no se acredito el saldo,Cat_129
saber si deposito lo q pueda de mi deuda y lo q me quede lo puedo pagar en veces,Cat_120
para pedir la tarjeta de debito,Cat_39
me informaron que mi solicitud por reimpresion d tarjeta de debito estaba en marcha no tengo novedades,Cat_293
como hago para que me llamen para sacarme la tarjeta,Cat_337
como utilizo mi tarjeta de debito por primera vez en un cajero,Cat_288
el numero de la super linea,Cat_147
se vencio mi tarjeta de debito y quisiera renovarla,Cat_316
que es el pago minimo de mi tarjeta santander credito,Cat_351
enviaron mensaje deuda tarjeta,Cat_193
quiero saber si califico para un credito prendario,Cat_248
clave resumen por mail,Cat_138
no puedo resctar el dinero de mi fondo comun de inversion porque me dice que estoy fuera de horario pero estoy dentro del horario de operacion del fondo,Cat_172
no puedo rescatar fondos comunes de inversion en pesos,Cat_172
como hago para habilitar assist carde de visa gold,Cat_282
deuda tarjeta,Cat_99
las extracciones en bancos que no sean santander tienen recargo,Cat_96
necesito que me cambien las entradas que me mandaron porque no son una al lado de otra,Cat_324
hice un canje en superclub y el producto llegue roto,Cat_329
pago de tarjeta quiero suspender el debito automatico,Cat_345
que pasa si luego del credito hipotecario dejo de ser cliente del banco,Cat_238
cuando corta cupon,Cat_158
necesito informacion sobre los bonos para invertir,Cat_159
cuantas veces puedo solicitar la tasacion,Cat_216
descontar importar tarjeta credito vencia,Cat_38
en la pagina no aparecen las promociones en punta del este,Cat_311
puedo comprar dolares por homebaking los fines de semana o solo los dias habiles,Cat_166
lo que quiero saber es a quien reclamo,Cat_135
quiero saber mi sucursal de radicacion,Cat_100
transferir caja ahorro unica,Cat_83
querer pagar parcial tarjeta visa,Cat_342
en las sucursales del banco venden divisas como pesos chilenos,Cat_166
consulta consumo tc amex,Cat_355
no puedo acceder x la web,Cat_117
no me realizaron el debito de litoral gas,Cat_129
quiero ingresar a online banking y me dice que tienen un problema,Cat_117
si uso un voucher en un local y ademas hay promociones con las tarjetas se suman los beneficios,Cat_311
si agrego cuatro servicios al debito de tarjeta exactamente que se me bonifica y por cuanto tiempo,Cat_311
me mandaron una tarjeta a mi casa ya la puedo usar,Cat_301
tengo que llamar por telefono para poder hacer uso del open credit,Cat_198
quiero reclamar que me estan cobrando el seguro del saldo deudor,Cat_319
donde esta enviar reimpresion,Cat_293
como descargo trustee,Cat_6
desbloquear homebanking,Cat_1
tengo un atraso en el pago y voy a regularizar,Cat_191
avisarles q ya pague el monto de pesos,Cat_195
como hago para abrir una cuenta en santader,Cat_39
cliente tarjeta credito,Cat_337
sino tengo ingresos puedo pedir el prestamo,Cat_249
desde este mes me cobran comision por servicio de cuenta,Cat_97
queria dar de baja la tarjeta de ccredito por su alto costo en la renovacion,Cat_338
necesitoia saber los requisitos para abrir una caja de ahorros soy monotributista,Cat_39
querer adherir luz tarjeta,Cat_132
solicitar tarjeta no llegar,Cat_293
necesito informacion adherir servicios a debito automatico,Cat_132
quiero ver si se modificaron correctamente mis datos,Cat_103
soy monotributista como calculo los ingresos para un prestamo hipotecario,Cat_249
la tarjeta esta por caducar,Cat_316
el seguro cubre incendio del edificio,Cat_265
necesito informacion sobre un prestamo personal,Cat_225
olvide mi contrasena que debo hacer,Cat_1
caja ahorro dolar costo adicional,Cat_96
como es el seguro de robo en cajeros,Cat_261
cuanto me prestan del total que vale la casa,Cat_245
no soy cliente del banco pero me interesaria sacar un prestamo personal,Cat_248
descuento es farmacias para jubilados,Cat_311
como cambio mi clave banelco,Cat_288
queria consultar si ya puedo retirar mi tarjeta visa,Cat_293
consulta puntos advantage,Cat_275
mi tarjeta de debito nueva nunca me mandan devuelta,Cat_293
queria consultar si podria sacar un prestamo personal,Cat_223
necesito informacion de los creditos hipotecarios,Cat_225
imprimir resumen visa,Cat_138
costo de envio canje puntos a domicilio,Cat_322
esta demorada la entrega del reemplazo de la tarjeta de debito,Cat_293
quiero pagar tarjeta visa,Cat_342
necesito modificar mi cuenta para cuando hago gastos en dolares no me debite dolares sino pesos desde donde hago esa modificacion,Cat_289
unos debitos automaticos que pedi en junio no habian impactado,Cat_129
por que me piden el swift para hacerme una transferencia,Cat_34
poder pagar mastercard autoservicio banco,Cat_342
no estoy viendo el acumulado de millas del programa de aa,Cat_275
quiero saber si puedo agrandar el monto de mi tarjeta,Cat_302
consulta tengo habilitada la cuenta,Cat_61
no recuerdo mi numero de cuenta para que me hagan un deposito,Cat_68
quiero cambiar de vivienda pero sin venderla es posible acceder a un prestamo hipotecario,Cat_228
se me quemo un lcd por baja tension,Cat_265
tenes un listado de las sucursales de la zona,Cat_91
necesitar saber deber cerrar cuenta tarjeta santander,Cat_41
no puedo aprovechar los descuentos de sorpresa porque no me estan llegando los mensajes y los mails,Cat_321
que debo hacer si tengo un cheque rechazado,Cat_47
cajero me trago el dinero,Cat_297
me llamo,Cat_23
estoy aprobado para un prestamo personal,Cat_223
se puede anular lo que canjee,Cat_331
necesito saber mi numero de cuenta,Cat_68
de que temas hablas,Cat_16
necesitar pagar resumen tarjeta,Cat_342
cotizacion acciones ypf,Cat_168
me explicas lo del impuesto de sircreb,Cat_122
es sobre la tarjeta de credito como ago para saber si tiene saldo,Cat_303
son incorrectos algunos de los datos personales de la poliza,Cat_267
no me llego el plastico nuevo por vencimiento,Cat_293
como consulto el estado de mi cuenta,Cat_61
necesito hacer laclave para mi visa debito,Cat_288
estoy a la espera de una transferencia del exterior que no la tengo acreditada,Cat_33
doy aviso que pague tarjeta,Cat_195
como hago un deposito,Cat_110
cuanto es el limite diario para pagar con debito,Cat_303
queria consultar para dar de baja la cuenta,Cat_41
como me anoto para ganar una beca,Cat_358
solicito baja de com sorpresa santander de mi tarjeta de ccredito visa,Cat_320
depositar cheque a mi nombre librado en otro banco,Cat_110
quiero que me den de baja las tarjetas adicionales que tengo en mi cuenta,Cat_338
queria saber si se puede sacar una un aproximado de las cuotas de un prestamos que quiero sacar,Cat_251
en que sitio de internet solicito un prestamo hipotecario,Cat_223
queria incrementar el limite de un prestamo,Cat_196
era para pedirte cambiar de usuario en la pagina,Cat_1
quiero comunicarme y nadie atiende,Cat_127
costo de una cuenta titulo,Cat_96
me piden el iban para hacerme un pago desde el exterior,Cat_34
necesito pagar el minimo del saldo a abonar de la tarjeta de credito,Cat_342
super prestamo procrear,Cat_225
siempre que compre un bono voy a tener que fijar un precio limite,Cat_157
hice un canje por un voucher me dice que el codigo es incorrecto,Cat_333
hasta cuando puedo aprovechar la promocion de despegar para comprar vuelos,Cat_311
tarjeta adicional entra a sala vip,Cat_284
cargo trasferencia internacional,Cat_31
aumento de limites,Cat_302
como sumo millas aadvantage,Cat_274
queria cambiar clave,Cat_1
quiero solicitar un prestamo del banco se puede,Cat_223
bajo cuenta,Cat_41
realice una transferencia y aun no se credito me podrian decir cual es el inconveniente,Cat_77
en donde veo el estado de envio de la tarjeta recargable que pedi,Cat_293
nesesito un ccredito personasl,Cat_223
como puedo usar la nueva aplicacion de cargar la sube,Cat_132
solicitar grua mecanica,Cat_265
cuanto es el monto de mi sueldo que se depocito,Cat_50
cual es la clave de seguridad para abrir el resumen de la tarjeta por mail,Cat_138
me gustaria saber como puedo pagar lo que adeudo,Cat_192
que es una hipoteca,Cat_204
cuanto le darian para comprar la casa,Cat_228
numero de cuenta,Cat_68
puedo solicitar un prestamo hipotecario para financiar la compra de segunda vivienda,Cat_228
tener problema posnet cobrar,Cat_112
me falta dinero en la cuenta,Cat_112
tengo que parar el pago automatico de un servicio como se pone el stop debit,Cat_145
son acumulables los beneficios con la tarjeta y los vouchers de canje de superclub,Cat_322
no me llega el msjs con la clave para cambiar mi contrasena,Cat_1
generar clave numerica para cajero automatico de mi tarjeta de debito,Cat_288
tratar generar clave,Cat_1
donde veo los movimientos de cuenta,Cat_50
como ver fci,Cat_188
queria estado de deuda de mi cuenta,Cat_99
traslado de casa matriz,Cat_65
cargar plata tarjeta acreditar,Cat_129
como solicito el ccredito uvas,Cat_223
se puede reversar un canje de superclub,Cat_331
cuanta plata puedo sacar del cajero en el extranjero,Cat_303
quiero saber si invertir en acciones es lo mas rentable o hay algo mejor,Cat_178
quiero dar de baja la cuenta de debito como tengo que hacer,Cat_41
puedo presentar ingresos en conjunto con mi esposa en la ipoteca,Cat_254
medio pagar habilidatos pagar tarjeta,Cat_342
ofrecen prestamos hipotecarios uva para la construccion,Cat_228
quiero saber donde esta el simulador,Cat_251
como instalar el software de seguridad rapport,Cat_6
cuando llegar tarjeta credito,Cat_293
debo tener elegida la vivienda al solicitar un prestamo hipotecario,Cat_206
pagar vep generar paginar afip,Cat_132
con un salario combinado que credito me darian para comprar una vivienda,Cat_251
querer consultar limite comprar tarjeta,Cat_303
nunca llegar tarjeta debito,Cat_293
que costo tiene el sellado hipoteca en provincia de buenos aires,Cat_210
que posibilidades tengo de obtener un ccredito,Cat_248
puedo deducir el interes del prestamo de impuesto a las ganancias,Cat_201
pasar telefono llamar sector seguro,Cat_147
yo estuve participando en una licitacion de cepu y queria confirmar que la operacion este ejecutada,Cat_167
como cambio mi clave y nombre de usuario,Cat_1
puedo preguntarte lo que quiera,Cat_22
quiero cobro comision,Cat_96
necesito abrir caja de ahorros,Cat_39
en horario bancario se hace la venta de acciones,Cat_154
seguimiento andreani,Cat_293
cobrar pagar despues vence resumen,Cat_349
hoy operan con lebacs,Cat_156
reintegro de ahorro en compra de combustible que no me estan devolviendo,Cat_312
es correcto que me sigan debitando el seguro del saldo deudor,Cat_319
quiero saber porque me cobroon mucho cuando saque plata en un link,Cat_96
de vez en cuando veo que me sacan puntos alquien me puede explicar porque,Cat_325
porque mi credito no salio aprobado todavia,Cat_215
puedo depositar un plazo fijo sin ser clienta del banco,Cat_183
cual es el costo de envio de los productos super club,Cat_322
cual es la tasa financiera total,Cat_224
no me envian mas resumen de tarjeta visa,Cat_138
por que aun no me acreditaron un haber,Cat_62
pagar visa santander otro banco,Cat_342
quiero dar de baja la tarjeta de debito,Cat_41
sigue la promo de debito automatico de impuestos,Cat_311
comision entrar salir fondo inversion,Cat_96
esta vigente la promocion de number de descuento en pedidos ya,Cat_311
la clave santander se me vence en un dia como hago para generar una nueva,Cat_1
