Pregunta,Intencion,Pregunta_T1,clean_txt,clean_txt_T1
tengo una tarjeta american express e intento crear mi usuario en la web.,Cat_1,Tengo una tarjeta American Express e intento crear mi usuario en la web.,tengo una tarjeta american express e intento crear mi usuario en la web,tengo una tarjeta american express e intento crear mi usuario en la web
quisiera saber como adquirir un préstamo uva,Cat_223,Me gustaría saber cómo obtener un préstamo de uva,quisiera saber como adquirir un prestamo uva,me gustaria saber como obtener un prestamo de uva
de cuanto es la comisión por enviar plata al extranjero?,Cat_31,¿Cuánto es la comisión por enviar plata al exterior?,de cuanto es la comision por enviar plata al extranjero,cuanto es la comision por enviar plata al exterior
caja de ahorro! q requisitos necesito?,Cat_39,¡Caja de Ahorros! ¿Qué requisitos necesito?,caja de ahorro q requisitos necesito,caja de ahorros que requisitos necesito
por que no se debitó un vep de afip,Cat_129,por qué no se debitó un afip vep,por que no se debito un vep de afip,por que no se debito un afip vep
quiero saber cuales son los requisitos para obtener una cuenta o una tarjeta,Cat_39,Quiero saber cuáles son los requisitos para obtener una cuenta o una tarjeta,quiero saber cuales son los requisitos para obtener una cuenta o una tarjeta,quiero saber cuales son los requisitos para obtener una cuenta o una tarjeta
préstamos personales,Cat_225,préstamos personales,prestamos personales,prestamos personales
quiero pagar todas las cuotas pendientes de una compra juntas,Cat_339,Quiero pagar todas las tarifas pendientes de una compra juntos,quiero pagar todas las cuotas pendientes de una compra juntas,quiero pagar todas las tarifas pendientes de una compra juntos
tienen un simulador de préstamos?,Cat_251,¿Tiene un simulador de préstamos?,tienen un simulador de prestamos,tiene un simulador de prestamos
necesito preguntarte algo,Cat_22,necesito preguntarte algo,necesito preguntarte algo,necesito preguntarte algo
me dar informacion que pasa con los fondos comun de invercion que figuran con error,Cat_172,darme información sobre los fondos de inversión comunes enumerados por error,me dar informacion que pasa con los fondos comun de invercion que figuran con error,darme informacion sobre los fondos de inversion comunes enumerados por error
como cambio la contraseña del homebanking,Cat_1,¿Cómo cambio la contraseña de homebanking?,como cambio la contrasena del homebanking,como cambio la contrasena de homebanking
es mejor uva que procrear?,Cat_237,es una uva mejor que procrear?,es mejor uva que procrear,es una uva mejor que procrear
reimprimir tarjeta priority pass,Cat_316,reimprimir tarjeta de pase de prioridad,reimprimir tarjeta priority pass,reimprimir tarjeta de pase de prioridad
necesito saber mi cbu para q me realicen una transferencia,Cat_42,Necesito saber mi cbu para hacer una transferencia,necesito saber mi cbu para q me realicen una transferencia,necesito saber mi cbu para hacer una transferencia
si hago una cuenta para pagarle a la empleada doméstica tengo que incluir los aportes?,Cat_60,"Si hago una cuenta para pagar al empleado doméstico, ¿debo incluir las contribuciones?",si hago una cuenta para pagarle a la empleada domestica tengo que incluir los aportes,si hago una cuenta para pagar al empleado domestico debo incluir las contribuciones
como puedo hacer para entrar y sacar mi resumen ??,Cat_138,¿Cómo puedo ingresar y obtener mi resumen?,como puedo hacer para entrar y sacar mi resumen,como puedo ingresar y obtener mi resumen
no tengo cuenta online banking,Cat_3,No tengo una cuenta bancaria en línea,no tengo cuenta online banking,no tengo una cuenta bancaria en linea
como conseguir el boucher de canje,Cat_333,cómo obtener el comprobante de cambio,como conseguir el boucher de canje,como obtener el comprobante de cambio
cómo empiezo a usar la app del banco?,Cat_3,¿Cómo empiezo a usar la aplicación del banco?,como empiezo a usar la app del banco,como empiezo a usar la aplicacion del banco
quiero ver mis tenencias,Cat_67,Quiero ver mis posesiones,quiero ver mis tenencias,quiero ver mis posesiones
soy cliente del banco necesito un prestamo personal de $,Cat_223,Soy cliente del banco y necesito un préstamo personal de $,soy cliente del banco necesito un prestamo personal de usd,soy cliente del banco y necesito un prestamo personal de usd
quiero conocer más de los espectáculos que promociona santander,Cat_311,Quiero saber más sobre los espectáculos que promueve Santander,quiero conocer mas de los espectaculos que promociona santander,quiero saber mas sobre los espectaculos que promueve santander
quiero utilizar descubierto,Cat_56,quiero usar descubierto,quiero utilizar descubierto,quiero usar descubierto
quiero saber porque no me aparece la opcion de stop débito de mi tarjeta visa,Cat_353,Quiero saber por qué no aparece la opción de detener el débito de mi tarjeta visa,quiero saber porque no me aparece la opcion de stop debito de mi tarjeta visa,quiero saber por que no aparece la opcion de detener el debito de mi tarjeta visa
no aparecen los bonos para licitar hoy,Cat_160,los bonos para ofertar hoy no aparecen,no aparecen los bonos para licitar hoy,los bonos para ofertar hoy no aparecen
dejé de recibir las notificaciones de descuentos de sorpresa y no me di de baja.,Cat_321,Dejé de recibir notificaciones de descuento sorpresa y no me di de baja.,deje de recibir las notificaciones de descuentos de sorpresa y no me di de baja,deje de recibir notificaciones de descuento sorpresa y no me di de baja
no puedo ver mi resumen de american,Cat_138,no puedo ver mi resumen americano,no puedo ver mi resumen de american,no puedo ver mi resumen americano
todavia no me hicieron el cambio a la sucursal quilmes,Cat_66,todavía no han hecho el cambio a la rama de quilmes,todavia no me hicieron el cambio a la sucursal quilmes,todavia no han hecho el cambio a la rama de quilmes
de que forma se puede hacer una modificación del mail registrado?,Cat_103,¿De qué manera se puede hacer una modificación del correo registrado?,de que forma se puede hacer una modificacion del mail registrado,de que manera se puede hacer una modificacion del correo registrado
donde envio la solicitud de desarrollo urbanistico?,Cat_200,¿Dónde envío la solicitud de desarrollo urbano?,donde envio la solicitud de desarrollo urbanistico,donde envio la solicitud de desarrollo urbano
deseo realizar una transferencia de mi cuenta caja de ahorro a cuenta corriente...,Cat_85,Quiero hacer una transferencia de mi cuenta de ahorros a una cuenta corriente ...,deseo realizar una transferencia de mi cuenta caja de ahorro a cuenta corriente,quiero hacer una transferencia de mi cuenta de ahorros a una cuenta corriente
como seria la cuota para un prestamo de,Cat_251,¿Cuál sería la tarifa de un préstamo de,como seria la cuota para un prestamo de,cual seria la tarifa de un prestamo de
para pedir un prestamos en la pagina que tengo q hacer,Cat_223,para solicitar un préstamo en la página que tengo que hacer,para pedir un prestamos en la pagina que tengo q hacer,para solicitar un prestamo en la pagina que tengo que hacer
no puedo rescatar mis fondos. me dice que no tengo dinero disponible y son mas de $20.000,Cat_172,"No puedo canjear mis fondos. me dice que no tengo dinero disponible y es más de $ 20,000",no puedo rescatar mis fondos me dice que no tengo dinero disponible y son mas de usd number,no puedo canjear mis fondos me dice que no tengo dinero disponible y es mas de usd number
si aumenta la inflacion como repercute en mi prestamo,Cat_219,si la inflación aumenta a medida que afecta mi préstamo,si aumenta la inflacion como repercute en mi prestamo,si la inflacion aumenta a medida que afecta mi prestamo
obtener clave hacer deja,Cat_1,"obtener la clave, vete",obtener clave hacer deja,obtener la clave vete
tengo otros prestamos en el banco como se consideran estos para ver cuanto puedo sacar de hipotecario?,Cat_218,"Tengo otros préstamos en el banco, ya que se consideran para ver cuánto puedo obtener de una hipoteca.",tengo otros prestamos en el banco como se consideran estos para ver cuanto puedo sacar de hipotecario,tengo otros prestamos en el banco ya que se consideran para ver cuanto puedo obtener de una hipoteca
pedir paquete,Cat_39,paquete de pedido,pedir paquete,paquete de pedido
la cuenta corriente muestra saldo negativo,Cat_56,cuenta corriente muestra saldo negativo,la cuenta corriente muestra saldo negativo,cuenta corriente muestra saldo negativo
en cuanto tiempo se puede vender la propiedad hipotecada,Cat_260,¿Cuánto tiempo se puede vender la propiedad hipotecada?,en cuanto tiempo se puede vender la propiedad hipotecada,cuanto tiempo se puede vender la propiedad hipotecada
habia hecho el pago de la tarjeta de credito y luego se debitó el monto nuevamente,Cat_350,Hice el pago con tarjeta de crédito y luego se volvió a cargar el importe,habia hecho el pago de la tarjeta de credito y luego se debito el monto nuevamente,hice el pago con tarjeta de credito y luego se volvio a cargar el importe
puedo extraer dinero de la caja de cualquier sucursal?,Cat_128,¿Puedo retirar dinero del cajero de cualquier sucursal?,puedo extraer dinero de la caja de cualquier sucursal,puedo retirar dinero del cajero de cualquier sucursal
que requisitos son necesarios para abrir una caja de ahorros? y que beneficios tiene?,Cat_39,¿Qué requisitos son necesarios para abrir una caja de ahorros? y que beneficios tiene,que requisitos son necesarios para abrir una caja de ahorros y que beneficios tiene,que requisitos son necesarios para abrir una caja de ahorros y que beneficios tiene
¿puedo sumar ingresos que no sean demostrables?,Cat_233,¿Puedo agregar ingresos que no son demostrables?,puedo sumar ingresos que no sean demostrables,puedo agregar ingresos que no son demostrables
que diferencia hay entre la tarjeta santander  y la santander  women?,Cat_357,¿Qué diferencia hay entre la tarjeta santander y las mujeres santander?,que diferencia hay entre la tarjeta santander y la santander women,que diferencia hay entre la tarjeta santander y las mujeres santander
hasta que momento puedo parar la operacion de prestamo hipotecario?,Cat_227,¿Hasta qué punto puedo detener la operación de préstamo hipotecario?,hasta que momento puedo parar la operacion de prestamo hipotecario,hasta que punto puedo detener la operacion de prestamo hipotecario
intente retirar dinero y la clave de letras que siempre uso me sale como incorrecta,Cat_288,Traté de retirar dinero y el código de letra que siempre uso está mal,intente retirar dinero y la clave de letras que siempre uso me sale como incorrecta,trate de retirar dinero y el codigo de letra que siempre uso esta mal
es para compra online en un página de eeuu. tengo que llamar para hacer alguna hailitación?,Cat_290,Es para compra en línea en una página de EE. UU. ¿Tengo que llamar para hacer un saludo?,es para compra online en un pagina de eeuu tengo que llamar para hacer alguna hailitacion,es para compra en linea en una pagina de ee uu tengo que llamar para hacer un saludo
me podes pasar un numero para comunicarme con santander?,Cat_147,¿Me puede pasar un número para contactar a Santander?,me podes pasar un numero para comunicarme con santander,me puede pasar un numero para contactar a santander
cargos y mantenimiento,Cat_96,cargos y mantenimiento,cargos y mantenimiento,cargos y mantenimiento
cómo cierro mi cuenta en santander ?,Cat_41,¿Cómo cierro mi cuenta en Santander?,como cierro mi cuenta en santander,como cierro mi cuenta en santander
cuanto varía el interés mes a mes en la cuota del uvas?,Cat_219,¿Cuánto varía el interés de mes a mes en la cuota de uva?,cuanto varia el interes mes a mes en la cuota del uvas,cuanto varia el interes de mes a mes en la cuota de uva
solo me toman el sueldo en blanco,Cat_233,solo toman mi salario en blanco,solo me toman el sueldo en blanco,solo toman mi salario en blanco
necesito consultar si puedo realizar el pago de una cuota que tengo por cajero y no por caja?,Cat_239,¿Debo preguntar si puedo pagar una tarifa que tengo por cajero automático y no por caja?,necesito consultar si puedo realizar el pago de una cuota que tengo por cajero y no por caja,debo preguntar si puedo pagar una tarifa que tengo por cajero automatico y no por caja
